Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
461,1,79.303,0.032,69.152,71.69,74.228,76.765,79.303,81.841,84.378,86.916,89.454
462,1,79.3383,0.03201,69.18,71.719,74.259,76.799,79.338,81.878,84.418,86.957,89.497
463,1,79.3736,0.03202,69.207,71.749,74.291,76.832,79.374,81.915,84.457,86.998,89.54
464,1,79.4089,0.03203,69.235,71.778,74.322,76.865,79.409,81.952,84.496,87.039,89.583
465,1,79.4441,0.03204,69.263,71.808,74.353,76.899,79.444,81.989,84.535,87.08,89.626
466,1,79.4793,0.03204,69.293,71.84,74.386,76.933,79.479,82.026,84.572,87.119,89.665
467,1,79.5145,0.03205,69.321,71.869,74.418,76.966,79.514,82.063,84.611,87.16,89.708
468,1,79.5496,0.03206,69.348,71.899,74.449,76.999,79.55,82.1,84.65,87.201,89.751
469,1,79.5847,0.03207,69.376,71.928,74.48,77.032,79.585,82.137,84.689,87.242,89.794
470,1,79.6198,0.03208,69.403,71.957,74.511,77.066,79.62,82.174,84.728,87.282,89.837
471,1,79.6548,0.03209,69.43,71.986,74.543,77.099,79.655,82.211,84.767,87.323,89.879
472,1,79.6898,0.03209,69.461,72.018,74.575,77.133,79.69,82.247,84.804,87.362,89.919
473,1,79.7248,0.0321,69.488,72.047,74.606,77.166,79.725,82.284,84.843,87.402,89.961
474,1,79.7598,0.03211,69.515,72.077,74.638,77.199,79.76,82.321,84.882,87.443,90.004
475,1,79.7947,0.03212,69.543,72.106,74.669,77.232,79.795,82.358,84.921,87.484,90.047
476,1,79.8296,0.03213,69.57,72.135,74.7,77.265,79.83,82.395,84.959,87.524,90.089
477,1,79.8644,0.03214,69.597,72.164,74.731,77.298,79.864,82.431,84.998,87.565,90.132
478,1,79.8993,0.03214,69.627,72.195,74.763,77.331,79.899,82.467,85.035,87.603,90.171
479,1,79.9341,0.03215,69.655,72.224,74.794,77.364,79.934,82.504,85.074,87.644,90.214
480,1,79.9688,0.03216,69.682,72.253,74.825,77.397,79.969,82.541,85.112,87.684,90.256
481,1,80.0036,0.03217,69.709,72.282,74.856,77.43,80.004,82.577,85.151,87.725,90.298
482,1,80.0383,0.03218,69.736,72.311,74.887,77.463,80.038,82.614,85.19,87.765,90.341
483,1,80.0729,0.03219,69.763,72.34,74.918,77.495,80.073,82.65,85.228,87.806,90.383
484,1,80.1076,0.0322,69.79,72.369,74.949,77.528,80.108,82.687,85.267,87.846,90.425
485,1,80.1422,0.0322,69.82,72.4,74.981,77.562,80.142,82.723,85.303,87.884,90.465
486,1,80.1768,0.03221,69.847,72.429,75.012,77.594,80.177,82.759,85.342,87.924,90.507
487,1,80.2113,0.03222,69.874,72.458,75.042,77.627,80.211,82.796,85.38,87.965,90.549
488,1,80.2459,0.03223,69.901,72.487,75.073,77.66,80.246,82.832,85.419,88.005,90.591
489,1,80.2804,0.03224,69.927,72.516,75.104,77.692,80.28,82.869,85.457,88.045,90.633
490,1,80.3148,0.03225,69.954,72.544,75.134,77.725,80.315,82.905,85.495,88.085,90.675
491,1,80.3493,0.03226,69.981,72.573,75.165,77.757,80.349,82.941,85.533,88.126,90.718
492,1,80.3837,0.03226,70.011,72.604,75.197,77.791,80.384,82.977,85.57,88.163,90.756
493,1,80.4181,0.03227,70.038,72.633,75.228,77.823,80.418,83.013,85.608,88.203,90.798
494,1,80.4524,0.03228,70.064,72.661,75.258,77.855,80.452,83.049,85.646,88.243,90.84
495,1,80.4867,0.03229,70.091,72.69,75.289,77.888,80.487,83.086,85.685,88.283,90.882
496,1,80.521,0.0323,70.118,72.719,75.319,77.92,80.521,83.122,85.723,88.323,90.924
497,1,80.5553,0.03231,70.144,72.747,75.35,77.953,80.555,83.158,85.761,88.364,90.966
498,1,80.5895,0.03232,70.171,72.776,75.38,77.985,80.59,83.194,85.799,88.403,91.008
499,1,80.6237,0.03233,70.197,72.804,75.411,78.017,80.624,83.23,85.837,88.443,91.05
500,1,80.6578,0.03234,70.224,72.832,75.441,78.049,80.658,83.266,85.875,88.483,91.092
501,1,80.692,0.03234,70.254,72.863,75.473,78.082,80.692,83.302,85.911,88.521,91.13
502,1,80.7261,0.03235,70.28,72.892,75.503,78.115,80.726,83.338,85.949,88.561,91.172
503,1,80.7602,0.03236,70.307,72.92,75.533,78.147,80.76,83.374,85.987,88.6,91.214
504,1,80.7942,0.03237,70.333,72.948,75.564,78.179,80.794,83.41,86.025,88.64,91.255
505,1,80.8282,0.03238,70.359,72.977,75.594,78.211,80.828,83.445,86.063,88.68,91.297
506,1,80.8622,0.03239,70.386,73.005,75.624,78.243,80.862,83.481,86.1,88.72,91.339
507,1,80.8961,0.0324,70.412,73.033,75.654,78.275,80.896,83.517,86.138,88.759,91.38
508,1,80.9301,0.03241,70.438,73.061,75.684,78.307,80.93,83.553,86.176,88.799,91.422
509,1,80.964,0.03242,70.465,73.089,75.714,78.339,80.964,83.589,86.214,88.839,91.463
510,1,80.9978,0.03243,70.491,73.118,75.744,78.371,80.998,83.625,86.251,88.878,91.505
511,1,81.0317,0.03244,70.517,73.146,75.774,78.403,81.032,83.66,86.289,88.918,91.546
512,1,81.0655,0.03245,70.543,73.174,75.804,78.435,81.066,83.696,86.327,88.957,91.588
513,1,81.0992,0.03245,70.573,73.204,75.836,78.468,81.099,83.731,86.363,88.994,91.626
514,1,81.133,0.03246,70.599,73.232,75.866,78.499,81.133,83.767,86.4,89.034,91.667
515,1,81.1667,0.03247,70.625,73.26,75.896,78.531,81.167,83.802,86.438,89.073,91.709
516,1,81.2004,0.03248,70.651,73.288,75.926,78.563,81.2,83.838,86.475,89.113,91.75
517,1,81.234,0.03249,70.677,73.316,75.955,78.595,81.234,83.873,86.513,89.152,91.791
518,1,81.2677,0.0325,70.703,73.344,75.985,78.626,81.268,83.909,86.55,89.191,91.833
519,1,81.3013,0.03251,70.729,73.372,76.015,78.658,81.301,83.944,86.588,89.231,91.874
520,1,81.3348,0.03252,70.755,73.4,76.045,78.69,81.335,83.98,86.625,89.27,91.915
521,1,81.3684,0.03253,70.781,73.428,76.075,78.721,81.368,84.015,86.662,89.309,91.956
522,1,81.4019,0.03254,70.807,73.455,76.104,78.753,81.402,84.051,86.7,89.348,91.997
523,1,81.4353,0.03255,70.832,73.483,76.134,78.785,81.435,84.086,86.737,89.387,92.038
524,1,81.4688,0.03256,70.858,73.511,76.164,78.816,81.469,84.121,86.774,89.427,92.079
525,1,81.5022,0.03257,70.884,73.539,76.193,78.848,81.502,84.157,86.811,89.466,92.12
526,1,81.5356,0.03258,70.91,73.566,76.223,78.879,81.536,84.192,86.848,89.505,92.161
527,1,81.569,0.03259,70.936,73.594,76.252,78.911,81.569,84.227,86.886,89.544,92.202
528,1,81.6023,0.0326,70.961,73.622,76.282,78.942,81.602,84.263,86.923,89.583,92.243
529,1,81.6356,0.03261,70.987,73.649,76.311,78.973,81.636,84.298,86.96,89.622,92.284
530,1,81.6689,0.03261,71.016,73.679,76.342,79.006,81.669,84.332,86.995,89.659,92.322
531,1,81.7021,0.03262,71.042,73.707,76.372,79.037,81.702,84.367,87.032,89.697,92.363
532,1,81.7353,0.03263,71.067,73.734,76.401,79.068,81.735,84.402,87.069,89.736,92.403
533,1,81.7685,0.03264,71.093,73.762,76.431,79.1,81.768,84.437,87.106,89.775,92.444
534,1,81.8017,0.03265,71.118,73.789,76.46,79.131,81.802,84.473,87.143,89.814,92.485
535,1,81.8348,0.03266,71.144,73.817,76.489,79.162,81.835,84.508,87.18,89.853,92.526
536,1,81.8679,0.03267,71.169,73.844,76.519,79.193,81.868,84.543,87.217,89.892,92.566
537,1,81.9009,0.03268,71.195,73.871,76.548,79.224,81.901,84.577,87.254,89.93,92.607
538,1,81.934,0.03269,71.22,73.899,76.577,79.256,81.934,84.612,87.291,89.969,92.648
539,1,81.967,0.0327,71.246,73.926,76.606,79.287,81.967,84.647,87.328,90.008,92.688
540,1,82,0.03271,71.271,73.953,76.636,79.318,82,84.682,87.364,90.047,92.729
541,1,82.0329,0.03272,71.296,73.981,76.665,79.349,82.033,84.717,87.401,90.085,92.769
542,1,82.0659,0.03273,71.322,74.008,76.694,79.38,82.066,84.752,87.438,90.124,92.81
543,1,82.0987,0.03274,71.347,74.035,76.723,79.411,82.099,84.787,87.475,90.162,92.85
544,1,82.1316,0.03275,71.372,74.062,76.752,79.442,82.132,84.821,87.511,90.201,92.891
545,1,82.1644,0.03276,71.398,74.089,76.781,79.473,82.164,84.856,87.548,90.24,92.931
546,1,82.1973,0.03277,71.423,74.116,76.81,79.504,82.197,84.891,87.585,90.278,92.972
547,1,82.23,0.03278,71.448,74.144,76.839,79.535,82.23,84.925,87.621,90.316,93.012
548,1,82.2628,0.03279,71.473,74.171,76.868,79.565,82.263,84.96,87.658,90.355,93.052
549,1,82.2955,0.0328,71.498,74.198,76.897,79.596,82.296,84.995,87.694,90.393,93.093
550,1,82.3282,0.03281,71.523,74.225,76.926,79.627,82.328,85.029,87.731,90.432,93.133
551,1,82.3609,0.03282,71.549,74.252,76.955,79.658,82.361,85.064,87.767,90.47,93.173
552,1,82.3935,0.03283,71.574,74.279,76.984,79.689,82.394,85.098,87.803,90.508,93.213
553,1,82.4261,0.03284,71.599,74.305,77.012,79.719,82.426,85.133,87.84,90.547,93.254
554,1,82.4587,0.03285,71.624,74.332,77.041,79.75,82.459,85.167,87.876,90.585,93.294
555,1,82.4912,0.03286,71.649,74.359,77.07,79.781,82.491,85.202,87.913,90.623,93.334
556,1,82.5237,0.03287,71.673,74.386,77.099,79.811,82.524,85.236,87.949,90.661,93.374
557,1,82.5562,0.03288,71.698,74.413,77.127,79.842,82.556,85.271,87.985,90.7,93.414
558,1,82.5887,0.03289,71.723,74.44,77.156,79.872,82.589,85.305,88.021,90.738,93.454
559,1,82.6211,0.0329,71.748,74.466,77.185,79.903,82.621,85.339,88.058,90.776,93.494
560,1,82.6535,0.03291,71.773,74.493,77.213,79.933,82.654,85.374,88.094,90.814,93.534
561,1,82.6859,0.03292,71.798,74.52,77.242,79.964,82.686,85.408,88.13,90.852,93.574
562,1,82.7182,0.03293,71.823,74.546,77.27,79.994,82.718,85.442,88.166,90.89,93.614
563,1,82.7505,0.03294,71.847,74.573,77.299,80.025,82.75,85.476,88.202,90.928,93.654
564,1,82.7828,0.03295,71.872,74.6,77.327,80.055,82.783,85.51,88.238,90.966,93.694
565,1,82.8151,0.03296,71.897,74.626,77.356,80.086,82.815,85.545,88.274,91.004,93.733
566,1,82.8473,0.03297,71.921,74.653,77.384,80.116,82.847,85.579,88.31,91.042,93.773
567,1,82.8795,0.03298,71.946,74.679,77.413,80.146,82.88,85.613,88.346,91.08,93.813
568,1,82.9117,0.03299,71.971,74.706,77.441,80.176,82.912,85.647,88.382,91.117,93.853
569,1,82.9438,0.033,71.995,74.732,77.47,80.207,82.944,85.681,88.418,91.155,93.892
570,1,82.9759,0.03301,72.02,74.759,77.498,80.237,82.976,85.715,88.454,91.193,93.932
571,1,83.008,0.03302,72.044,74.785,77.526,80.267,83.008,85.749,88.49,91.231,93.972
572,1,83.04,0.03303,72.069,74.812,77.554,80.297,83.04,85.783,88.526,91.268,94.011
573,1,83.0721,0.03304,72.093,74.838,77.583,80.327,83.072,85.817,88.562,91.306,94.051
574,1,83.1041,0.03305,72.118,74.864,77.611,80.358,83.104,85.851,88.597,91.344,94.09
575,1,83.136,0.03306,72.142,74.891,77.639,80.388,83.136,85.884,88.633,91.381,94.13
576,1,83.168,0.03308,72.163,74.914,77.666,80.417,83.168,85.919,88.67,91.422,94.173
577,1,83.1999,0.03309,72.188,74.941,77.694,80.447,83.2,85.953,88.706,91.459,94.212
578,1,83.2318,0.0331,72.212,74.967,77.722,80.477,83.232,85.987,88.742,91.497,94.252
579,1,83.2637,0.03311,72.236,74.993,77.75,80.507,83.264,86.021,88.777,91.534,94.291
580,1,83.2955,0.03312,72.261,75.019,77.778,80.537,83.296,86.054,88.813,91.572,94.33
581,1,83.3273,0.03313,72.285,75.045,77.806,80.567,83.327,86.088,88.849,91.609,94.37
582,1,83.3591,0.03314,72.309,75.072,77.834,80.597,83.359,86.122,88.884,91.647,94.409
583,1,83.3908,0.03315,72.333,75.098,77.862,80.626,83.391,86.155,88.92,91.684,94.448
584,1,83.4226,0.03316,72.357,75.124,77.89,80.656,83.423,86.189,88.955,91.721,94.488
585,1,83.4543,0.03317,72.382,75.15,77.918,80.686,83.454,86.222,88.991,91.759,94.527
586,1,83.4859,0.03318,72.406,75.176,77.946,80.716,83.486,86.256,89.026,91.796,94.566
587,1,83.5176,0.03319,72.43,75.202,77.974,80.746,83.518,86.29,89.061,91.833,94.605
588,1,83.5492,0.0332,72.454,75.228,78.002,80.775,83.549,86.323,89.097,91.871,94.645
589,1,83.5808,0.03321,72.478,75.254,78.029,80.805,83.581,86.357,89.132,91.908,94.684
590,1,83.6124,0.03322,72.502,75.28,78.057,80.835,83.612,86.39,89.168,91.945,94.723
591,1,83.6439,0.03323,72.526,75.305,78.085,80.864,83.644,86.423,89.203,91.982,94.762
592,1,83.6754,0.03324,72.55,75.331,78.113,80.894,83.675,86.457,89.238,92.02,94.801
593,1,83.7069,0.03325,72.574,75.357,78.14,80.924,83.707,86.49,89.273,92.057,94.84
594,1,83.7384,0.03326,72.598,75.383,78.168,80.953,83.738,86.524,89.309,92.094,94.879
595,1,83.7698,0.03327,72.622,75.409,78.196,80.983,83.77,86.557,89.344,92.131,94.918
596,1,83.8012,0.03329,72.642,75.432,78.222,81.011,83.801,86.591,89.381,92.17,94.96
597,1,83.8326,0.0333,72.666,75.458,78.249,81.041,83.833,86.624,89.416,92.207,94.999
598,1,83.864,0.03331,72.69,75.483,78.277,81.07,83.864,86.658,89.451,92.245,95.038
599,1,83.8953,0.03332,72.714,75.509,78.305,81.1,83.895,86.691,89.486,92.281,95.077
600,1,83.9267,0.03333,72.738,75.535,78.332,81.129,83.927,86.724,89.521,92.319,95.116
601,1,83.9579,0.03334,72.761,75.56,78.36,81.159,83.958,86.757,89.556,92.355,95.155
602,1,83.9892,0.03335,72.785,75.586,78.387,81.188,83.989,86.79,89.591,92.392,95.193
603,1,84.0205,0.03336,72.809,75.612,78.415,81.218,84.02,86.823,89.626,92.429,95.232
604,1,84.0517,0.03337,72.832,75.637,78.442,81.247,84.052,86.857,89.661,92.466,95.271
605,1,84.0829,0.03338,72.856,75.663,78.47,81.276,84.083,86.89,89.696,92.503,95.31
606,1,84.114,0.03339,72.88,75.688,78.497,81.305,84.114,86.923,89.731,92.54,95.348
607,1,84.1452,0.0334,72.903,75.714,78.524,81.335,84.145,86.956,89.766,92.577,95.387
608,1,84.1763,0.03341,72.927,75.739,78.552,81.364,84.176,86.989,89.801,92.613,95.426
609,1,84.2074,0.03342,72.951,75.765,78.579,81.393,84.207,87.022,89.836,92.65,95.464
610,1,84.2385,0.03344,72.971,75.788,78.605,81.422,84.238,87.055,89.872,92.689,95.506
611,1,84.2695,0.03345,72.994,75.813,78.632,81.451,84.27,87.088,89.907,92.726,95.545
612,1,84.3006,0.03346,73.018,75.839,78.659,81.48,84.301,87.121,89.942,92.763,95.583
613,1,84.3316,0.03347,73.041,75.864,78.686,81.509,84.332,87.154,89.977,92.799,95.622
614,1,84.3626,0.03348,73.065,75.889,78.714,81.538,84.363,87.187,90.012,92.836,95.66
615,1,84.3935,0.03349,73.088,75.914,78.741,81.567,84.394,87.22,90.046,92.873,95.699
616,1,84.4245,0.0335,73.112,75.94,78.768,81.596,84.424,87.253,90.081,92.909,95.737
617,1,84.4554,0.03351,73.135,75.965,78.795,81.625,84.455,87.286,90.116,92.946,95.776
618,1,84.4862,0.03352,73.158,75.99,78.822,81.654,84.486,87.318,90.15,92.982,95.814
619,1,84.5171,0.03353,73.182,76.016,78.849,81.683,84.517,87.351,90.185,93.019,95.853
620,1,84.5479,0.03354,73.205,76.041,78.876,81.712,84.548,87.384,90.219,93.055,95.891
621,1,84.5787,0.03356,73.225,76.063,78.902,81.74,84.579,87.417,90.256,93.094,95.933
622,1,84.6095,0.03357,73.248,76.088,78.929,81.769,84.61,87.45,90.29,93.131,95.971
623,1,84.6403,0.03358,73.271,76.114,78.956,81.798,84.64,87.483,90.325,93.167,96.009
624,1,84.671,0.03359,73.295,76.139,78.983,81.827,84.671,87.515,90.359,93.203,96.047
625,1,84.7017,0.0336,73.318,76.164,79.01,81.856,84.702,87.548,90.394,93.24,96.086
626,1,84.7324,0.03361,73.341,76.189,79.037,81.885,84.732,87.58,90.428,93.276,96.124
627,1,84.7631,0.03362,73.364,76.214,79.064,81.913,84.763,87.613,90.463,93.312,96.162
628,1,84.7937,0.03363,73.387,76.239,79.09,81.942,84.794,87.645,90.497,93.349,96.2
629,1,84.8243,0.03364,73.41,76.264,79.117,81.971,84.824,87.678,90.531,93.385,96.238
630,1,84.8549,0.03365,73.433,76.289,79.144,82,84.855,87.71,90.566,93.421,96.276
631,1,84.8855,0.03367,73.453,76.311,79.169,82.027,84.886,87.744,90.602,93.46,96.318
632,1,84.916,0.03368,73.476,76.336,79.196,82.056,84.916,87.776,90.636,93.496,96.356
633,1,84.9465,0.03369,73.499,76.361,79.223,82.085,84.946,87.808,90.67,93.532,96.394
634,1,84.977,0.0337,73.522,76.386,79.25,82.113,84.977,87.841,90.704,93.568,96.432
635,1,85.0075,0.03371,73.545,76.411,79.276,82.142,85.008,87.873,90.739,93.604,96.47
636,1,85.0379,0.03372,73.568,76.435,79.303,82.17,85.038,87.905,90.773,93.64,96.508
637,1,85.0683,0.03373,73.591,76.46,79.33,82.199,85.068,87.938,90.807,93.676,96.546
638,1,85.0987,0.03374,73.614,76.485,79.356,82.227,85.099,87.97,90.841,93.712,96.584
639,1,85.1291,0.03375,73.637,76.51,79.383,82.256,85.129,88.002,90.875,93.748,96.622
640,1,85.1594,0.03377,73.656,76.532,79.408,82.284,85.159,88.035,90.911,93.787,96.663
641,1,85.1897,0.03378,73.679,76.557,79.434,82.312,85.19,88.067,90.945,93.823,96.701
642,1,85.22,0.03379,73.702,76.581,79.461,82.34,85.22,88.1,90.979,93.859,96.738
643,1,85.2503,0.0338,73.724,76.606,79.487,82.369,85.25,88.132,91.013,93.895,96.776
644,1,85.2805,0.03381,73.747,76.63,79.514,82.397,85.28,88.164,91.047,93.931,96.814
645,1,85.3108,0.03382,73.77,76.655,79.54,82.426,85.311,88.196,91.081,93.966,96.852
646,1,85.341,0.03383,73.793,76.68,79.567,82.454,85.341,88.228,91.115,94.002,96.889
647,1,85.3711,0.03384,73.815,76.704,79.593,82.482,85.371,88.26,91.149,94.038,96.927
648,1,85.4013,0.03385,73.838,76.729,79.62,82.51,85.401,88.292,91.183,94.074,96.965
649,1,85.4314,0.03387,73.857,76.751,79.644,82.538,85.431,88.325,91.219,94.112,97.006
650,1,85.4615,0.03388,73.88,76.775,79.671,82.566,85.462,88.357,91.252,94.148,97.043
651,1,85.4916,0.03389,73.902,76.8,79.697,82.594,85.492,88.389,91.286,94.184,97.081
652,1,85.5217,0.0339,73.925,76.824,79.723,82.623,85.522,88.421,91.32,94.219,97.118
653,1,85.5517,0.03391,73.947,76.849,79.75,82.651,85.552,88.453,91.354,94.255,97.156
654,1,85.5817,0.03392,73.97,76.873,79.776,82.679,85.582,88.485,91.388,94.29,97.193
655,1,85.6117,0.03393,73.992,76.897,79.802,82.707,85.612,88.517,91.421,94.326,97.231
656,1,85.6417,0.03394,74.015,76.922,79.828,82.735,85.642,88.548,91.455,94.362,97.268
657,1,85.6716,0.03396,74.034,76.943,79.853,82.762,85.672,88.581,91.49,94.4,97.309
658,1,85.7015,0.03397,74.056,76.968,79.879,82.79,85.702,88.613,91.524,94.435,97.347
659,1,85.7314,0.03398,74.079,76.992,79.905,82.818,85.731,88.645,91.558,94.471,97.384
660,1,85.7613,0.03399,74.101,77.016,79.931,82.846,85.761,88.676,91.591,94.506,97.421
661,1,85.7912,0.034,74.124,77.04,79.957,82.874,85.791,88.708,91.625,94.542,97.459
662,1,85.821,0.03401,74.146,77.065,79.983,82.902,85.821,88.74,91.659,94.577,97.496
663,1,85.8508,0.03402,74.168,77.089,80.01,82.93,85.851,88.771,91.692,94.613,97.533
664,1,85.8806,0.03404,74.187,77.11,80.034,82.957,85.881,88.804,91.727,94.651,97.574
665,1,85.9104,0.03405,74.209,77.135,80.06,82.985,85.91,88.836,91.761,94.686,97.611
666,1,85.9401,0.03406,74.232,77.159,80.086,83.013,85.94,88.867,91.794,94.721,97.649
667,1,85.9698,0.03407,74.254,77.183,80.112,83.041,85.97,88.899,91.828,94.757,97.686
668,1,85.9995,0.03408,74.276,77.207,80.138,83.069,86,88.93,91.861,94.792,97.723
669,1,86.0292,0.03409,74.298,77.231,80.164,83.096,86.029,88.962,91.895,94.827,97.76
670,1,86.0589,0.0341,74.32,77.255,80.19,83.124,86.059,88.994,91.928,94.863,97.797
671,1,86.0885,0.03411,74.343,77.279,80.216,83.152,86.088,89.025,91.961,94.898,97.834
672,1,86.1181,0.03413,74.361,77.3,80.24,83.179,86.118,89.057,91.997,94.936,97.875
673,1,86.1477,0.03414,74.383,77.324,80.266,83.207,86.148,89.089,92.03,94.971,97.912
674,1,86.1773,0.03415,74.405,77.348,80.291,83.234,86.177,89.12,92.063,95.006,97.949
675,1,86.2068,0.03416,74.428,77.372,80.317,83.262,86.207,89.152,92.096,95.041,97.986
676,1,86.2363,0.03417,74.45,77.396,80.343,83.29,86.236,89.183,92.13,95.076,98.023
677,1,86.2659,0.03418,74.472,77.42,80.369,83.317,86.266,89.214,92.163,95.112,98.06
678,1,86.2954,0.03419,74.494,77.444,80.395,83.345,86.295,89.246,92.196,95.147,98.097
679,1,86.3248,0.03421,74.512,77.465,80.418,83.372,86.325,89.278,92.231,95.184,98.137
680,1,86.3543,0.03422,74.534,77.489,80.444,83.399,86.354,89.309,92.264,95.219,98.174
681,1,86.3837,0.03423,74.556,77.513,80.47,83.427,86.384,89.341,92.298,95.254,98.211
682,1,86.4131,0.03424,74.578,77.537,80.496,83.454,86.413,89.372,92.331,95.289,98.248
683,1,86.4425,0.03425,74.6,77.561,80.521,83.482,86.442,89.403,92.364,95.324,98.285
684,1,86.4719,0.03426,74.622,77.584,80.547,83.509,86.472,89.434,92.397,95.359,98.322
685,1,86.5012,0.03427,74.644,77.608,80.572,83.537,86.501,89.466,92.43,95.394,98.359
686,1,86.5306,0.03429,74.662,77.629,80.596,83.563,86.531,89.498,92.465,95.432,98.399
687,1,86.5599,0.0343,74.684,77.653,80.622,83.591,86.56,89.529,92.498,95.467,98.436
688,1,86.5892,0.03431,74.706,77.677,80.647,83.618,86.589,89.56,92.531,95.502,98.473
689,1,86.6184,0.03432,74.727,77.7,80.673,83.646,86.618,89.591,92.564,95.537,98.509
690,1,86.6477,0.03433,74.749,77.724,80.698,83.673,86.648,89.622,92.597,95.572,98.546
691,1,86.6769,0.03434,74.771,77.747,80.724,83.7,86.677,89.653,92.63,95.606,98.583
692,1,86.7061,0.03435,74.793,77.771,80.749,83.728,86.706,89.684,92.663,95.641,98.62
693,1,86.7353,0.03437,74.811,77.792,80.773,83.754,86.735,89.716,92.697,95.679,98.66
694,1,86.7645,0.03438,74.833,77.816,80.799,83.782,86.764,89.747,92.73,95.713,98.696
695,1,86.7937,0.03439,74.854,77.839,80.824,83.809,86.794,89.779,92.763,95.748,98.733
696,1,86.8228,0.0344,74.876,77.863,80.849,83.836,86.823,89.81,92.796,95.783,98.77
697,1,86.8519,0.03441,74.898,77.886,80.875,83.863,86.852,89.84,92.829,95.818,98.806
698,1,86.881,0.03442,74.919,77.91,80.9,83.891,86.881,89.871,92.862,95.852,98.843
699,1,86.9101,0.03443,74.941,77.933,80.925,83.918,86.91,89.902,92.895,95.887,98.879
700,1,86.9392,0.03445,74.959,77.954,80.949,83.944,86.939,89.934,92.929,95.924,98.919
701,1,86.9682,0.03446,74.981,77.977,80.974,83.971,86.968,89.965,92.962,95.959,98.956
702,1,86.9972,0.03447,75.002,78.001,81,83.998,86.997,89.996,92.995,95.994,98.992
703,1,87.0262,0.03448,75.024,78.024,81.025,84.026,87.026,90.027,93.028,96.028,99.029
704,1,87.0552,0.03449,75.045,78.048,81.05,84.053,87.055,90.058,93.06,96.063,99.065
705,1,87.0842,0.0345,75.067,78.071,81.075,84.08,87.084,90.089,93.093,96.097,99.102
706,1,87.1131,0.03451,75.088,78.094,81.101,84.107,87.113,90.119,93.126,96.132,99.138
707,1,87.142,0.03453,75.106,78.115,81.124,84.133,87.142,90.151,93.16,96.169,99.178
708,1,87.1709,0.03454,75.127,78.138,81.149,84.16,87.171,90.182,93.193,96.204,99.214
709,1,87.1998,0.03455,75.149,78.162,81.174,84.187,87.2,90.213,93.225,96.238,99.251
710,1,87.2287,0.03456,75.17,78.185,81.199,84.214,87.229,90.243,93.258,96.273,99.287
711,1,87.2575,0.03457,75.192,78.208,81.225,84.241,87.258,90.274,93.29,96.307,99.323
712,1,87.2863,0.03458,75.213,78.231,81.25,84.268,87.286,90.305,93.323,96.341,99.36
713,1,87.3151,0.03459,75.234,78.254,81.275,84.295,87.315,90.335,93.356,96.376,99.396
714,1,87.3439,0.03461,75.252,78.275,81.298,84.321,87.344,90.367,93.39,96.413,99.436
715,1,87.3727,0.03462,75.273,78.298,81.323,84.348,87.373,90.398,93.422,96.447,99.472
716,1,87.4014,0.03463,75.295,78.321,81.348,84.375,87.401,90.428,93.455,96.482,99.508
717,1,87.4302,0.03464,75.316,78.344,81.373,84.402,87.43,90.459,93.487,96.516,99.545
718,1,87.4589,0.03465,75.337,78.368,81.398,84.428,87.459,90.489,93.52,96.55,99.581
719,1,87.4876,0.03466,75.358,78.391,81.423,84.455,87.488,90.52,93.552,96.585,99.617
720,1,87.5162,0.03467,75.379,78.414,81.448,84.482,87.516,90.55,93.585,96.619,99.653
721,1,87.5449,0.03469,75.397,78.434,81.471,84.508,87.545,90.582,93.619,96.656,99.693
722,1,87.5735,0.0347,75.418,78.457,81.496,84.535,87.574,90.612,93.651,96.69,99.729
723,1,87.6021,0.03471,75.439,78.48,81.521,84.561,87.602,90.643,93.683,96.724,99.765
724,1,87.6307,0.03472,75.461,78.503,81.546,84.588,87.631,90.673,93.716,96.758,99.801
725,1,87.6593,0.03473,75.482,78.526,81.57,84.615,87.659,90.704,93.748,96.793,99.837
726,1,87.6878,0.03474,75.503,78.549,81.595,84.642,87.688,90.734,93.78,96.827,99.873
727,1,87.7164,0.03475,75.524,78.572,81.62,84.668,87.716,90.765,93.813,96.861,99.909
728,1,87.7449,0.03477,75.541,78.592,81.643,84.694,87.745,90.796,93.847,96.898,99.948
729,1,87.7734,0.03478,75.562,78.615,81.668,84.721,87.773,90.826,93.879,96.932,99.984
730,1,87.8018,0.03479,75.583,78.638,81.693,84.747,87.802,90.856,93.911,96.966,100.02
731,1,87.1303,0.03508,74.904,77.961,81.017,84.074,87.13,90.187,93.243,96.3,99.356
732,1,87.1587,0.03509,74.925,77.984,81.042,84.1,87.159,90.217,93.275,96.334,99.392
733,1,87.1871,0.0351,74.946,78.006,81.067,84.127,87.187,90.247,93.308,96.368,99.428
734,1,87.2155,0.03511,74.967,78.029,81.091,84.153,87.216,90.278,93.34,96.402,99.464
735,1,87.2439,0.03513,74.984,78.049,81.114,84.179,87.244,90.309,93.374,96.439,99.503
736,1,87.2722,0.03514,75.005,78.072,81.139,84.205,87.272,90.339,93.406,96.472,99.539
737,1,87.3006,0.03515,75.026,78.095,81.163,84.232,87.301,90.369,93.438,96.506,99.575
738,1,87.3289,0.03516,75.047,78.117,81.188,84.258,87.329,90.399,93.47,96.54,99.611
739,1,87.3571,0.03517,75.068,78.14,81.212,84.285,87.357,90.429,93.502,96.574,99.646
