Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
1791,1,108.8108,0.04333,89.952,94.666,99.381,104.096,108.811,113.526,118.24,122.955,127.67
1792,1,108.8282,0.04333,89.966,94.682,99.397,104.113,108.828,113.544,118.259,122.975,127.69
1793,1,108.8457,0.04333,89.981,94.697,99.413,104.129,108.846,113.562,118.278,122.995,127.711
1794,1,108.8632,0.04334,89.991,94.709,99.427,104.145,108.863,113.581,118.299,123.018,127.736
1795,1,108.8806,0.04334,90.005,94.724,99.443,104.162,108.881,113.599,118.318,123.037,127.756
1796,1,108.8981,0.04335,90.015,94.736,99.457,104.177,108.898,113.619,118.34,123.06,127.781
1797,1,108.9155,0.04335,90.03,94.751,99.473,104.194,108.916,113.637,118.358,123.08,127.801
1798,1,108.9329,0.04335,90.044,94.766,99.488,104.211,108.933,113.655,118.377,123.1,127.822
1799,1,108.9504,0.04336,90.054,94.778,99.502,104.226,108.95,113.674,118.399,123.123,127.847
1800,1,108.9678,0.04336,90.068,94.793,99.518,104.243,108.968,113.693,118.417,123.142,127.867
1801,1,108.9852,0.04337,90.078,94.805,99.532,104.259,108.985,113.712,118.439,123.165,127.892
1802,1,109.0026,0.04337,90.093,94.82,99.548,104.275,109.003,113.73,118.457,123.185,127.912
1803,1,109.02,0.04337,90.107,94.835,99.564,104.292,109.02,113.748,118.476,123.205,127.933
1804,1,109.0374,0.04338,90.117,94.847,99.577,104.307,109.037,113.767,118.497,123.228,127.958
1805,1,109.0548,0.04338,90.132,94.862,99.593,104.324,109.055,113.786,118.516,123.247,127.978
1806,1,109.0722,0.04339,90.142,94.874,99.607,104.34,109.072,113.805,118.537,123.27,128.003
1807,1,109.0896,0.04339,90.156,94.889,99.623,104.356,109.09,113.823,118.556,123.29,128.023
1808,1,109.107,0.04339,90.17,94.905,99.639,104.373,109.107,113.841,118.575,123.309,128.044
1809,1,109.1244,0.0434,90.18,94.916,99.652,104.388,109.124,113.86,118.596,123.332,128.068
1810,1,109.1417,0.0434,90.195,94.931,99.668,104.405,109.142,113.878,118.615,123.352,128.089
1811,1,109.1591,0.04341,90.205,94.943,99.682,104.421,109.159,113.898,118.636,123.375,128.113
1812,1,109.1764,0.04341,90.219,94.958,99.698,104.437,109.176,113.916,118.655,123.394,128.134
1813,1,109.1938,0.04341,90.233,94.973,99.714,104.454,109.194,113.934,118.674,123.414,128.154
1814,1,109.2112,0.04342,90.243,94.985,99.727,104.469,109.211,113.953,118.695,123.437,128.179
1815,1,109.2285,0.04342,90.258,95,99.743,104.486,109.228,113.971,118.714,123.457,128.199
1816,1,109.2458,0.04343,90.268,95.012,99.757,104.501,109.246,113.99,118.735,123.479,128.224
1817,1,109.2632,0.04343,90.282,95.027,99.773,104.518,109.263,114.009,118.754,123.499,128.244
1818,1,109.2805,0.04343,90.296,95.042,99.788,104.534,109.28,114.027,118.773,123.519,128.265
1819,1,109.2978,0.04344,90.306,95.054,99.802,104.55,109.298,114.046,118.794,123.541,128.289
1820,1,109.3151,0.04344,90.321,95.069,99.818,104.566,109.315,114.064,118.812,123.561,128.31
1821,1,109.3324,0.04345,90.33,95.081,99.831,104.582,109.332,114.083,118.833,123.584,128.334
1822,1,109.3498,0.04345,90.345,95.096,99.847,104.599,109.35,114.101,118.852,123.604,128.355
1823,1,109.3671,0.04345,90.359,95.111,99.863,104.615,109.367,114.119,118.871,123.623,128.375
1824,1,109.3844,0.04346,90.369,95.123,99.877,104.631,109.384,114.138,118.892,123.646,128.4
1825,1,109.4016,0.04346,90.383,95.138,99.892,104.647,109.402,114.156,118.911,123.665,128.42
1826,1,109.4189,0.04346,90.398,95.153,99.908,104.664,109.419,114.174,118.93,123.685,128.44
1827,1,109.4362,0.04347,90.407,95.165,99.922,104.679,109.436,114.193,118.951,123.708,128.465
1828,1,109.4535,0.04347,90.422,95.18,99.938,104.696,109.454,114.211,118.969,123.727,128.485
1829,1,109.4708,0.04348,90.432,95.191,99.951,104.711,109.471,114.231,118.99,123.75,128.51
1830,1,109.488,0.04348,90.446,95.206,99.967,104.727,109.488,114.249,119.009,123.77,128.53
1831,1,109.5053,0.04348,90.46,95.221,99.983,104.744,109.505,114.267,119.028,123.789,128.55
1832,1,109.5225,0.04349,90.47,95.233,99.996,104.759,109.522,114.286,119.049,123.812,128.575
1833,1,109.5398,0.04349,90.484,95.248,100.012,104.776,109.54,114.304,119.068,123.831,128.595
1834,1,109.557,0.0435,90.494,95.26,100.026,104.791,109.557,114.323,119.088,123.854,128.62
1835,1,109.5743,0.0435,90.508,95.275,100.041,104.808,109.574,114.341,119.107,123.874,128.64
1836,1,109.5915,0.0435,90.523,95.29,100.057,104.824,109.592,114.359,119.126,123.893,128.66
1837,1,109.6088,0.04351,90.532,95.302,100.071,104.84,109.609,114.378,119.147,123.916,128.685
1838,1,109.626,0.04351,90.547,95.317,100.086,104.856,109.626,114.396,119.166,123.935,128.705
1839,1,109.6432,0.04352,90.557,95.328,100.1,104.872,109.643,114.415,119.187,123.958,128.73
1840,1,109.6604,0.04352,90.571,95.343,100.116,104.888,109.66,114.433,119.205,123.978,128.75
1841,1,109.6776,0.04352,90.585,95.358,100.131,104.904,109.678,114.451,119.224,123.997,128.77
1842,1,109.6948,0.04353,90.595,95.37,100.145,104.92,109.695,114.47,119.245,124.02,128.795
1843,1,109.712,0.04353,90.609,95.385,100.16,104.936,109.712,114.488,119.264,124.039,128.815
1844,1,109.7292,0.04354,90.619,95.396,100.174,104.952,109.729,114.507,119.284,124.062,128.84
1845,1,109.7464,0.04354,90.633,95.411,100.19,104.968,109.746,114.525,119.303,124.081,128.86
1846,1,109.7636,0.04354,90.647,95.426,100.205,104.984,109.764,114.543,119.322,124.101,128.88
1847,1,109.7808,0.04355,90.657,95.438,100.219,105,109.781,114.562,119.343,124.124,128.905
1848,1,109.798,0.04355,90.671,95.453,100.235,105.016,109.798,114.58,119.361,124.143,128.925
1849,1,109.8151,0.04356,90.681,95.464,100.248,105.032,109.815,114.599,119.382,124.166,128.949
1850,1,109.8323,0.04356,90.695,95.479,100.264,105.048,109.832,114.617,119.401,124.185,128.969
1851,1,109.8494,0.04356,90.709,95.494,100.279,105.064,109.849,114.634,119.419,124.205,128.99
1852,1,109.8666,0.04357,90.719,95.506,100.293,105.08,109.867,114.653,119.44,124.227,129.014
1853,1,109.8837,0.04357,90.733,95.521,100.308,105.096,109.884,114.671,119.459,124.247,129.034
1854,1,109.9009,0.04358,90.743,95.532,100.322,105.111,109.901,114.69,119.48,124.269,129.059
1855,1,109.918,0.04358,90.757,95.547,100.338,105.128,109.918,114.708,119.498,124.289,129.079
1856,1,109.9352,0.04358,90.771,95.562,100.353,105.144,109.935,114.726,119.517,124.308,129.099
